Date,Open,Close
2008-03-01,1330.45,1322.7
2008-04-01,1326.41,1385.59
2008-05-01,1385.97,1400.38
2008-06-01,1399.62,1280
2008-07-01,1276.69,1267.38
2008-08-01,1269.42,1282.83
2008-09-01,1287.83,1166.36
2008-10-01,1164.17,968.75
2008-11-01,968.67,896.24
2008-12-01,888.61,903.25
2009-01-01,902.99,825.88
2009-02-01,823.09,735.09
2009-03-01,729.57,797.87
2009-04-01,793.59,872.81
2009-05-01,872.74,919.14
2009-06-01,923.26,919.32
2009-07-01,920.82,987.48
2009-08-01,990.22,1020.62
2009-09-01,1019.52,1057.08
2009-10-01,1054.91,1036.19
2009-11-01,1036.18,1095.63
2009-12-01,1098.89,1115.1
2010-01-01,1116.56,1073.87
2010-02-01,1073.89,1104.49
2010-03-01,1105.36,1169.43
2010-04-01,1171.23,1186.69
2010-05-01,1188.58,1089.41
2010-06-01,1087.3,1030.71
2010-07-01,1031.1,1101.6
2010-08-01,1107.53,1049.33
2010-09-01,1049.72,1141.2
2010-10-01,1143.49,1183.26
2010-11-01,1185.71,1180.55
2010-12-01,1186.6,1257.64
2011-01-01,1257.62,1286.12
2011-02-01,1289.14,1327.22
2011-03-01,1328.64,1325.83
2011-04-01,1329.48,1363.61
2011-05-01,1365.21,1345.2
2011-06-01,1345.2,1320.64
2011-07-01,1320.64,1292.28
2011-08-01,1292.59,1218.89
2011-09-01,1219.12,1131.42
2011-10-01,1131.21,1253.3
2011-11-01,1251,1246.96
2011-12-01,1246.91,1257.6
2012-01-01,1258.86,1312.41
2012-02-01,1312.45,1365.68
2012-03-01,1365.9,1408.47
2012-04-01,1408.47,1397.91
2012-05-01,1397.86,1310.33
2012-06-01,1309.87,1362.16
2012-07-01,1362.33,1379.32
2012-08-01,1379.32,1406.58
2012-09-01,1406.54,1440.67
2012-10-01,1440.9,1412.16
2012-11-01,1412.2,1416.18
2012-12-01,1416.34,1426.19
2013-01-01,1426.19,1498.11
2013-02-01,1498.11,1514.68
2013-03-01,1514.68,1569.19
2013-04-01,1569.18,1597.57
2013-05-01,1597.55,1630.74
2013-06-01,1631.71,1606.28
2013-07-01,1609.78,1685.73
2013-08-01,1689.42,1632.97
2013-09-01,1635.95,1681.55
2013-10-01,1682.41,1756.54
2013-11-01,1758.7,1805.81
2013-12-01,1806.55,1848.36
2014-01-01,1845.86,1782.59
2014-02-01,1782.68,1859.45
2014-03-01,1857.68,1872.34
2014-04-01,1873.96,1883.95
2014-05-01,1884.39,1923.57
2014-06-01,1923.87,1960.23
2014-07-01,1962.29,1930.67
2014-08-01,1929.8,2003.37
2014-09-01,2004.07,1972.29
2014-10-01,1971.44,2018.05
2014-11-01,2018.21,2067.56
2014-12-01,2065.78,2058.9
2015-01-01,2058.9,1994.99
2015-02-01,1996.67,2104.5
2015-03-01,2105.23,2067.89
2015-04-01,2067.63,2085.51
2015-05-01,2087.38,2107.39
2015-06-01,2108.64,2063.11
2015-07-01,2067,2103.84
2015-08-01,2104.49,1972.18
2015-09-01,1970.09,1920.03
2015-10-01,1919.65,2079.36
2015-11-01,2080.76,2080.41
2015-12-01,2082.93,2043.94
2016-01-01,2038.2,1940.24
2016-02-01,1936.94,1932.23
2016-03-01,1937.09,2059.74
2016-04-01,2056.62,2065.3
2016-05-01,2067.17,2096.95
2016-06-01,2093.94,2098.86
2016-07-01,2099.34,2173.6
2016-08-01,2173.15,2170.95
2016-09-01,2171.33,2168.27
2016-10-01,2164.33,2126.15
2016-11-01,2128.68,2198.81
2016-12-01,2200.17,2238.83
2017-01-01,2251.57,2278.87
2017-02-01,2285.59,2363.64
2017-03-01,2380.13,2362.72
2017-04-01,2362.34,2384.2
2017-05-01,2388.5,2411.8
2017-06-01,2415.65,2423.41
2017-07-01,2431.39,2470.3
2017-08-01,2477.1,2471.65
2017-09-01,2474.42,2519.36
2017-10-01,2521.2,2575.26
2017-11-01,2583.21,2647.58
2017-12-01,2645.1,2673.61
2018-01-01,2683.73,2823.81
2018-02-01,2816.45,2713.83
2018-03-01,2715.22,2640.87
2018-04-01,2633.45,2648.05
2018-05-01,2642.96,2705.27
2018-06-01,2718.7,2718.37
2018-07-01,2704.95,2816.29
2018-08-01,2821.17,2901.52
2018-09-01,2896.96,2913.98
2018-10-01,2926.29,2711.74
2018-11-01,2717.58,2760.17
2018-12-01,2790.5,2506.85
2019-01-01,2476.96,2704.1
2019-02-01,2702.32,2784.49
2019-03-01,2798.22,2834.4
2019-04-01,2848.63,2945.83
2019-05-01,2952.33,2752.06
2019-06-01,2751.53,2941.76
2019-07-01,2971.41,2980.38
2019-08-01,2980.32,2926.46
2019-09-01,2909.01,2976.74
2019-10-01,2983.69,3037.56
2019-11-01,3050.72,3140.98
2019-12-01,3143.85,3230.78
